ReturnDate,TerritoryKey,ProductKey,ReturnQuantity,Product_Price,Return_Amount
24-02-2017,4,220,1,21.6164,21.6164
27-02-2017,4,529,1,2.4977,2.4977
28-02-2017,4,478,1,6.2537,6.2537
01-03-2017,4,535,1,15.6437,15.6437
01-03-2017,4,595,1,256.7721,256.7721
02-03-2017,4,528,1,3.1237,3.1237
03-03-2017,4,528,1,3.1237,3.1237
04-03-2017,4,479,1,5.6277,5.6277
05-03-2017,4,354,1,953.5637,953.5637
05-03-2017,4,477,1,3.1237,3.1237
07-03-2017,4,491,1,12.4177,12.4177
07-03-2017,4,535,1,15.6437,15.6437
07-03-2017,4,575,1,902.1321,902.1321
08-03-2017,4,538,1,13.4527,13.4527
11-03-2017,4,478,1,6.2537,6.2537
11-03-2017,4,485,1,13.7595,13.7595
12-03-2017,4,232,1,16.3429,16.3429
12-03-2017,4,577,1,459.6992,459.6992
13-03-2017,4,482,1,5.6277,5.6277
14-03-2017,4,232,1,16.3429,16.3429
14-03-2017,4,477,1,3.1237,3.1237
16-03-2017,4,538,1,13.4527,13.4527
16-03-2017,4,571,1,280.9052,280.9052
16-03-2017,4,587,1,349.7116,349.7116
17-03-2017,4,480,1,1.4335,1.4335
17-03-2017,4,535,1,15.6437,15.6437
18-03-2017,4,529,1,2.4977,2.4977
19-03-2017,4,477,1,3.1237,3.1237
19-03-2017,4,478,1,6.2537,6.2537
20-03-2017,4,490,1,12.4177,12.4177
20-03-2017,4,605,1,196.3404,196.3404
23-03-2017,4,477,1,3.1237,3.1237
25-03-2017,4,530,1,3.1237,3.1237
26-03-2017,4,483,1,75.12,75.12
27-03-2017,4,479,1,5.6277,5.6277
28-03-2017,4,214,1,21.9037,21.9037
28-03-2017,4,537,1,21.91,21.91
29-03-2017,4,475,1,43.8137,43.8137
31-03-2017,4,482,1,5.6277,5.6277
31-03-2017,4,528,1,3.1237,3.1237
01-04-2017,4,215,1,21.6164,21.6164
01-04-2017,4,354,1,953.5637,953.5637
01-04-2017,4,580,1,618.48,618.48
03-04-2017,4,477,1,3.1237,3.1237
03-04-2017,4,491,1,12.4177,12.4177
04-04-2017,4,480,1,1.4335,1.4335
04-04-2017,4,538,1,13.4527,13.4527
06-04-2017,4,214,1,21.9037,21.9037
06-04-2017,4,574,1,902.1321,902.1321
08-04-2017,4,476,1,43.8137,43.8137
08-04-2017,4,540,1,20.4076,20.4076
10-04-2017,4,528,1,3.1237,3.1237
11-04-2017,4,536,1,18.7737,18.7737
11-04-2017,4,588,1,349.7116,349.7116
12-04-2017,4,530,1,3.1237,3.1237
14-04-2017,4,590,1,349.7116,349.7116
16-04-2017,4,479,1,5.6277,5.6277
16-04-2017,4,537,1,21.91,21.91
16-04-2017,4,581,1,618.48,618.48
18-04-2017,4,561,1,902.1321,902.1321
19-04-2017,4,214,1,21.9037,21.9037
19-04-2017,4,478,1,6.2537,6.2537
21-04-2017,4,235,1,16.3429,16.3429
21-04-2017,4,477,1,3.1237,3.1237
22-04-2017,4,528,1,3.1237,3.1237
23-04-2017,4,215,1,21.6164,21.6164
23-04-2017,4,226,1,16.3429,16.3429
23-04-2017,4,480,1,1.4335,1.4335
24-04-2017,4,220,1,21.6164,21.6164
24-04-2017,4,477,1,3.1237,3.1237
26-04-2017,4,478,1,6.2537,6.2537
26-04-2017,4,480,1,1.4335,1.4335
27-04-2017,4,215,1,21.6164,21.6164
27-04-2017,4,529,1,2.4977,2.4977
28-04-2017,4,358,1,943.2882,943.2882
29-04-2017,4,474,1,43.8137,43.8137
29-04-2017,4,490,1,12.4177,12.4177
29-04-2017,4,528,1,3.1237,3.1237
30-04-2017,4,215,1,21.6164,21.6164
30-04-2017,4,478,1,6.2537,6.2537
01-05-2017,4,215,1,21.6164,21.6164
01-05-2017,4,360,1,943.2882,943.2882
02-05-2017,4,214,1,21.9037,21.9037
02-05-2017,4,477,1,3.1237,3.1237
02-05-2017,4,528,1,3.1237,3.1237
04-05-2017,4,606,1,196.3404,196.3404
05-05-2017,4,480,1,1.4335,1.4335
05-05-2017,4,483,1,75.12,75.12
06-05-2017,4,215,1,21.6164,21.6164
06-05-2017,4,477,1,3.1237,3.1237
07-05-2017,4,578,1,459.6992,459.6992
08-05-2017,4,476,1,43.8137,43.8137
08-05-2017,4,537,1,21.91,21.91
09-05-2017,4,220,1,21.6164,21.6164
10-05-2017,4,385,1,394.7883,394.7883
10-05-2017,4,480,1,1.4335,1.4335
12-05-2017,4,214,1,21.9037,21.9037
12-05-2017,4,229,1,16.3429,16.3429
12-05-2017,4,479,1,5.6277,5.6277
12-05-2017,4,606,1,196.3404,196.3404
14-05-2017,4,485,1,13.7595,13.7595
14-05-2017,4,529,1,2.4977,2.4977
19-05-2017,4,223,1,2.939,2.939
20-05-2017,4,573,1,902.1321,902.1321
20-05-2017,4,582,1,618.48,618.48
21-05-2017,4,226,1,16.3429,16.3429
21-05-2017,4,537,1,21.91,21.91
22-05-2017,4,214,1,21.9037,21.9037
22-05-2017,4,478,1,6.2537,6.2537
22-05-2017,4,487,1,34.4237,34.4237
23-05-2017,4,574,1,902.1321,902.1321
23-05-2017,4,577,1,459.6992,459.6992
27-05-2017,4,538,1,13.4527,13.4527
28-05-2017,4,226,1,16.3429,16.3429
28-05-2017,4,477,1,3.1237,3.1237
30-05-2017,4,478,1,6.2537,6.2537
30-05-2017,4,480,1,1.4335,1.4335
30-05-2017,4,605,1,196.3404,196.3404
07-06-2017,4,352,1,953.5637,953.5637
07-06-2017,4,464,1,13.8345,13.8345
07-06-2017,4,478,1,6.2537,6.2537
07-06-2017,4,485,1,13.7595,13.7595
08-06-2017,4,360,1,943.2882,943.2882
10-06-2017,4,477,1,3.1237,3.1237
11-06-2017,4,479,1,5.6277,5.6277
12-06-2017,4,478,1,6.2537,6.2537
13-06-2017,4,220,1,21.6164,21.6164
14-06-2017,4,462,1,13.8345,13.8345
20-06-2017,4,479,1,5.6277,5.6277
22-06-2017,4,529,1,2.4977,2.4977
27-06-2017,4,478,1,6.2537,6.2537
27-06-2017,4,537,1,21.91,21.91
28-06-2017,4,387,1,394.7883,394.7883
29-06-2017,4,356,1,953.5637,953.5637
29-06-2017,4,587,1,349.7116,349.7116
15-02-2015,1,312,1,1406.9758,1406.9758
27-04-2015,1,314,1,1406.9758,1406.9758
13-05-2015,1,310,1,1406.9758,1406.9758
30-05-2015,1,313,1,1406.9758,1406.9758
15-08-2015,1,377,1,860.8787,860.8787
10-09-2015,1,354,1,953.5637,953.5637
03-10-2015,1,352,1,953.5637,953.5637
24-11-2015,1,330,1,285.9519,285.9519
01-02-2016,1,354,1,953.5637,953.5637
12-03-2016,1,336,1,285.9519,285.9519
25-04-2016,1,320,1,285.9519,285.9519
01-05-2016,1,322,1,285.9519,285.9519
19-06-2016,1,328,1,285.9519,285.9519
15-07-2016,1,540,1,20.4076,20.4076
16-07-2016,1,223,1,2.939,2.939
22-07-2016,1,477,1,3.1237,3.1237
04-08-2016,1,478,1,6.2537,6.2537
08-08-2016,1,536,1,18.7737,18.7737
12-08-2016,1,528,1,3.1237,3.1237
13-08-2016,1,387,1,394.7883,394.7883
15-08-2016,1,528,1,3.1237,3.1237
15-08-2016,1,529,1,2.4977,2.4977
15-08-2016,1,536,1,18.7737,18.7737
18-08-2016,1,360,1,943.2882,943.2882
21-08-2016,1,214,1,21.9037,21.9037
24-08-2016,1,486,1,99.534,99.534
24-08-2016,1,535,1,15.6437,15.6437
26-08-2016,1,476,1,43.8137,43.8137
28-08-2016,1,540,1,20.4076,20.4076
30-08-2016,1,477,1,3.1237,3.1237
31-08-2016,1,480,1,1.4335,1.4335
31-08-2016,1,568,1,280.9052,280.9052
01-09-2016,1,220,1,21.6164,21.6164
03-09-2016,1,477,1,3.1237,3.1237
03-09-2016,1,538,1,13.4527,13.4527
05-09-2016,1,477,1,3.1237,3.1237
06-09-2016,1,214,1,21.9037,21.9037
15-09-2016,1,387,1,394.7883,394.7883
16-09-2016,1,478,1,6.2537,6.2537
16-09-2016,1,537,1,21.91,21.91
18-09-2016,1,540,1,20.4076,20.4076
19-09-2016,1,220,1,21.6164,21.6164
19-09-2016,1,389,1,394.7883,394.7883
19-09-2016,1,528,1,3.1237,3.1237
21-09-2016,1,538,1,13.4527,13.4527
24-09-2016,1,232,1,16.3429,16.3429
24-09-2016,1,535,1,15.6437,15.6437
25-09-2016,1,539,1,15.6437,15.6437
26-09-2016,1,483,1,75.12,75.12
26-09-2016,1,538,1,13.4527,13.4527
26-09-2016,1,593,1,256.7721,256.7721
28-09-2016,1,477,1,3.1237,3.1237
30-09-2016,1,471,1,39.751,39.751
02-10-2016,1,480,1,1.4335,1.4335
02-10-2016,1,535,1,15.6437,15.6437
05-10-2016,1,485,1,13.7595,13.7595
08-10-2016,1,536,1,18.7737,18.7737
09-10-2016,1,223,1,2.939,2.939
09-10-2016,1,478,1,6.2537,6.2537
11-10-2016,1,580,1,618.48,618.48
14-10-2016,1,581,1,618.48,618.48
15-10-2016,1,604,1,196.3404,196.3404
20-10-2016,1,466,1,13.8345,13.8345
20-10-2016,1,480,1,1.4335,1.4335
20-10-2016,1,535,1,15.6437,15.6437
21-10-2016,1,223,1,2.939,2.939
22-10-2016,1,605,1,196.3404,196.3404
23-10-2016,1,223,1,2.939,2.939
26-10-2016,1,389,1,394.7883,394.7883
26-10-2016,1,528,1,3.1237,3.1237
26-10-2016,1,529,1,2.4977,2.4977
26-10-2016,1,530,1,3.1237,3.1237
31-10-2016,1,596,1,245.4103,245.4103
05-11-2016,1,478,1,6.2537,6.2537
06-11-2016,1,485,1,13.7595,13.7595
07-11-2016,1,354,1,953.5637,953.5637
08-11-2016,1,478,1,6.2537,6.2537
09-11-2016,1,478,1,6.2537,6.2537
10-11-2016,1,362,1,943.2882,943.2882
11-11-2016,1,220,1,21.6164,21.6164
13-11-2016,1,479,1,5.6277,5.6277
13-11-2016,1,562,1,902.1321,902.1321
14-11-2016,1,466,1,13.8345,13.8345
14-11-2016,1,589,1,349.7116,349.7116
15-11-2016,1,480,1,1.4335,1.4335
16-11-2016,1,528,1,3.1237,3.1237
17-11-2016,1,480,1,1.4335,1.4335
18-11-2016,1,479,1,5.6277,5.6277
21-11-2016,1,220,1,21.6164,21.6164
21-11-2016,1,226,1,16.3429,16.3429
23-11-2016,1,478,1,6.2537,6.2537
23-11-2016,1,479,1,5.6277,5.6277
24-11-2016,1,220,1,21.6164,21.6164
24-11-2016,1,528,1,3.1237,3.1237
28-11-2016,1,480,1,1.4335,1.4335
28-11-2016,1,483,1,75.12,75.12
28-11-2016,1,530,1,3.1237,3.1237
29-11-2016,1,535,1,15.6437,15.6437
30-11-2016,1,476,1,43.8137,43.8137
01-12-2016,1,215,1,21.6164,21.6164
03-12-2016,1,528,1,3.1237,3.1237
03-12-2016,1,535,1,15.6437,15.6437
04-12-2016,1,478,1,6.2537,6.2537
04-12-2016,1,539,1,15.6437,15.6437
06-12-2016,1,528,1,3.1237,3.1237
11-12-2016,1,371,1,860.8787,860.8787
13-12-2016,1,480,1,1.4335,1.4335
13-12-2016,1,485,1,13.7595,13.7595
14-12-2016,1,540,1,20.4076,20.4076
15-12-2016,1,362,1,943.2882,943.2882
15-12-2016,1,478,1,6.2537,6.2537
16-12-2016,1,480,1,1.4335,1.4335
17-12-2016,1,474,1,43.8137,43.8137
17-12-2016,1,539,1,15.6437,15.6437
18-12-2016,1,358,1,943.2882,943.2882
20-12-2016,1,529,1,2.4977,2.4977
21-12-2016,1,477,1,3.1237,3.1237
22-12-2016,1,385,1,394.7883,394.7883
24-12-2016,1,480,1,1.4335,1.4335
24-12-2016,1,537,1,21.91,21.91
24-12-2016,1,539,1,15.6437,15.6437
25-12-2016,1,214,1,21.9037,21.9037
25-12-2016,1,220,1,21.6164,21.6164
26-12-2016,1,232,1,16.3429,16.3429
26-12-2016,1,479,1,5.6277,5.6277
28-12-2016,1,584,1,196.3404,196.3404
29-12-2016,1,484,1,4.9767,4.9767
29-12-2016,1,528,1,3.1237,3.1237
30-12-2016,1,215,1,21.6164,21.6164
30-12-2016,1,535,1,15.6437,15.6437
30-12-2016,1,540,1,20.4076,20.4076
02-01-2017,1,537,1,21.91,21.91
03-01-2017,1,487,1,34.4237,34.4237
05-01-2017,1,479,1,5.6277,5.6277
07-01-2017,1,220,1,21.6164,21.6164
07-01-2017,1,490,1,12.4177,12.4177
08-01-2017,1,480,1,1.4335,1.4335
08-01-2017,1,489,1,12.4177,12.4177
10-01-2017,1,220,1,21.6164,21.6164
11-01-2017,1,484,1,4.9767,4.9767
11-01-2017,1,588,1,349.7116,349.7116
14-01-2017,1,358,1,943.2882,943.2882
15-01-2017,1,232,1,16.3429,16.3429
15-01-2017,1,541,1,18.1477,18.1477
18-01-2017,1,528,1,3.1237,3.1237
19-01-2017,1,478,1,6.2537,6.2537
25-01-2017,1,529,1,2.4977,2.4977
27-01-2017,1,472,1,39.751,39.751
27-01-2017,1,528,1,3.1237,3.1237
28-01-2017,1,537,1,21.91,21.91
01-02-2017,1,477,1,3.1237,3.1237
01-02-2017,1,480,1,1.4335,1.4335
01-02-2017,1,600,1,245.4103,245.4103
06-02-2017,1,223,1,2.939,2.939
06-02-2017,1,485,1,13.7595,13.7595
07-02-2017,1,582,1,618.48,618.48
10-02-2017,1,223,1,2.939,2.939
11-02-2017,1,476,1,43.8137,43.8137
12-02-2017,1,477,1,3.1237,3.1237
14-02-2017,1,229,1,16.3429,16.3429
17-02-2017,1,214,1,21.9037,21.9037
17-02-2017,1,530,1,3.1237,3.1237
17-02-2017,1,536,1,18.7737,18.7737
20-02-2017,1,214,1,21.9037,21.9037
20-02-2017,1,371,1,860.8787,860.8787
24-02-2017,1,530,1,3.1237,3.1237
25-02-2017,1,466,1,13.8345,13.8345
25-02-2017,1,477,1,3.1237,3.1237
25-02-2017,1,480,1,1.4335,1.4335
26-02-2017,1,537,1,21.91,21.91
27-02-2017,1,235,1,16.3429,16.3429
27-02-2017,1,528,1,3.1237,3.1237
27-02-2017,1,538,1,13.4527,13.4527
01-03-2017,1,480,1,1.4335,1.4335
02-03-2017,1,485,1,13.7595,13.7595
03-03-2017,1,215,1,21.6164,21.6164
03-03-2017,1,540,1,20.4076,20.4076
07-03-2017,1,223,1,2.939,2.939
08-03-2017,1,490,1,12.4177,12.4177
09-03-2017,1,352,1,953.5637,953.5637
12-03-2017,1,477,1,3.1237,3.1237
16-03-2017,1,471,1,39.751,39.751
18-03-2017,1,356,1,953.5637,953.5637
19-03-2017,1,528,1,3.1237,3.1237
20-03-2017,1,480,1,1.4335,1.4335
21-03-2017,1,540,1,20.4076,20.4076
21-03-2017,1,604,1,196.3404,196.3404
22-03-2017,1,478,1,6.2537,6.2537
26-03-2017,1,220,1,21.6164,21.6164
28-03-2017,1,215,1,21.6164,21.6164
29-03-2017,1,220,1,21.6164,21.6164
29-03-2017,1,475,1,43.8137,43.8137
29-03-2017,1,528,1,3.1237,3.1237
30-03-2017,1,479,1,5.6277,5.6277
30-03-2017,1,566,1,280.9052,280.9052
31-03-2017,1,387,1,394.7883,394.7883
06-04-2017,1,220,1,21.6164,21.6164
06-04-2017,1,356,1,953.5637,953.5637
06-04-2017,1,477,1,3.1237,3.1237
11-04-2017,1,537,1,21.91,21.91
13-04-2017,1,477,1,3.1237,3.1237
15-04-2017,1,490,1,12.4177,12.4177
17-04-2017,1,539,1,15.6437,15.6437
18-04-2017,1,383,1,394.7883,394.7883
23-04-2017,1,484,1,4.9767,4.9767
25-04-2017,1,485,1,13.7595,13.7595
26-04-2017,1,220,1,21.6164,21.6164
26-04-2017,1,480,1,1.4335,1.4335
27-04-2017,1,480,1,1.4335,1.4335
27-04-2017,1,529,1,2.4977,2.4977
29-04-2017,1,541,1,18.1477,18.1477
30-04-2017,1,480,1,1.4335,1.4335
01-05-2017,1,485,1,13.7595,13.7595
05-05-2017,1,483,1,75.12,75.12
09-05-2017,1,484,1,4.9767,4.9767
10-05-2017,1,578,1,459.6992,459.6992
11-05-2017,1,223,1,2.939,2.939
11-05-2017,1,480,1,1.4335,1.4335
15-05-2017,1,480,1,1.4335,1.4335
15-05-2017,1,489,1,12.4177,12.4177
16-05-2017,1,569,1,280.9052,280.9052
17-05-2017,1,478,1,6.2537,6.2537
19-05-2017,1,480,1,1.4335,1.4335
20-05-2017,1,471,1,39.751,39.751
21-05-2017,1,358,1,943.2882,943.2882
21-05-2017,1,535,1,15.6437,15.6437
23-05-2017,1,354,1,953.5637,953.5637
23-05-2017,1,606,1,196.3404,196.3404
24-05-2017,1,462,1,13.8345,13.8345
25-05-2017,1,474,1,43.8137,43.8137
26-05-2017,1,528,1,3.1237,3.1237
27-05-2017,1,214,1,21.9037,21.9037
27-05-2017,1,528,1,3.1237,3.1237
29-05-2017,1,362,1,943.2882,943.2882
30-05-2017,1,479,1,5.6277,5.6277
30-05-2017,1,529,1,2.4977,2.4977
30-05-2017,1,538,1,13.4527,13.4527
31-05-2017,1,528,1,3.1237,3.1237
02-06-2017,1,481,1,5.6277,5.6277
03-06-2017,1,538,1,13.4527,13.4527
05-06-2017,1,220,1,21.6164,21.6164
05-06-2017,1,477,1,3.1237,3.1237
07-06-2017,1,462,1,13.8345,13.8345
07-06-2017,1,539,1,15.6437,15.6437
07-06-2017,1,574,1,902.1321,902.1321
08-06-2017,1,356,1,953.5637,953.5637
08-06-2017,1,537,1,21.91,21.91
09-06-2017,1,478,1,6.2537,6.2537
09-06-2017,1,535,1,15.6437,15.6437
10-06-2017,1,466,1,13.8345,13.8345
10-06-2017,1,477,1,3.1237,3.1237
10-06-2017,1,581,1,618.48,618.48
14-06-2017,1,537,1,21.91,21.91
15-06-2017,1,223,1,2.939,2.939
17-06-2017,1,354,1,953.5637,953.5637
17-06-2017,1,481,1,5.6277,5.6277
19-06-2017,1,356,1,953.5637,953.5637
20-06-2017,1,528,1,3.1237,3.1237
22-06-2017,1,232,1,16.3429,16.3429
22-06-2017,1,485,1,13.7595,13.7595
24-06-2017,1,479,1,5.6277,5.6277
24-06-2017,1,480,1,1.4335,1.4335
24-06-2017,1,485,1,13.7595,13.7595
24-06-2017,1,487,1,34.4237,34.4237
26-06-2017,1,472,1,39.751,39.751
28-06-2017,1,214,1,21.9037,21.9037
28-06-2017,1,480,1,1.4335,1.4335
28-06-2017,1,587,1,349.7116,349.7116
02-02-2015,6,312,1,1406.9758,1406.9758
29-04-2015,6,310,1,1406.9758,1406.9758
16-05-2015,6,313,1,1406.9758,1406.9758
14-08-2015,6,377,1,860.8787,860.8787
27-10-2015,6,368,1,924.5636,924.5636
05-12-2015,6,389,1,394.7883,394.7883
21-03-2016,6,330,1,285.9519,285.9519
02-08-2016,6,477,1,3.1237,3.1237
03-08-2016,6,229,1,16.3429,16.3429
03-08-2016,6,537,1,21.91,21.91
03-08-2016,6,540,1,20.4076,20.4076
05-08-2016,6,220,1,21.6164,21.6164
07-08-2016,6,480,1,1.4335,1.4335
11-08-2016,6,477,1,3.1237,3.1237
12-08-2016,6,480,1,1.4335,1.4335
13-08-2016,6,529,1,2.4977,2.4977
14-08-2016,6,235,1,16.3429,16.3429
15-08-2016,6,229,1,16.3429,16.3429
15-08-2016,6,478,1,6.2537,6.2537
16-08-2016,6,478,1,6.2537,6.2537
24-08-2016,6,478,1,6.2537,6.2537
27-08-2016,6,477,1,3.1237,3.1237
28-08-2016,6,223,1,2.939,2.939
28-08-2016,6,477,1,3.1237,3.1237
30-08-2016,6,482,1,5.6277,5.6277
30-08-2016,6,528,1,3.1237,3.1237
01-09-2016,6,535,1,15.6437,15.6437
03-09-2016,6,574,1,902.1321,902.1321
04-09-2016,6,477,1,3.1237,3.1237
04-09-2016,6,541,1,18.1477,18.1477
05-09-2016,6,220,1,21.6164,21.6164
08-09-2016,6,475,1,43.8137,43.8137
12-09-2016,6,536,1,18.7737,18.7737
13-09-2016,6,477,1,3.1237,3.1237
15-09-2016,6,215,1,21.6164,21.6164
15-09-2016,6,479,1,5.6277,5.6277
15-09-2016,6,529,1,2.4977,2.4977
16-09-2016,6,529,1,2.4977,2.4977
17-09-2016,6,464,1,13.8345,13.8345
19-09-2016,6,538,1,13.4527,13.4527
20-09-2016,6,387,1,394.7883,394.7883
20-09-2016,6,479,1,5.6277,5.6277
23-09-2016,6,464,1,13.8345,13.8345
24-09-2016,6,474,1,43.8137,43.8137
26-09-2016,6,215,1,21.6164,21.6164
28-09-2016,6,528,1,3.1237,3.1237
29-09-2016,6,528,1,3.1237,3.1237
01-10-2016,6,232,1,16.3429,16.3429
04-10-2016,6,480,1,1.4335,1.4335
05-10-2016,6,480,1,1.4335,1.4335
07-10-2016,6,538,1,13.4527,13.4527
11-10-2016,6,600,1,245.4103,245.4103
12-10-2016,6,476,1,43.8137,43.8137
12-10-2016,6,537,1,21.91,21.91
12-10-2016,6,539,1,15.6437,15.6437
17-10-2016,6,480,1,1.4335,1.4335
21-10-2016,6,215,1,21.6164,21.6164
22-10-2016,6,530,1,3.1237,3.1237
27-10-2016,6,220,1,21.6164,21.6164
29-10-2016,6,541,1,18.1477,18.1477
30-10-2016,6,475,1,43.8137,43.8137
01-11-2016,6,477,1,3.1237,3.1237
01-11-2016,6,478,1,6.2537,6.2537
01-11-2016,6,528,1,3.1237,3.1237
01-11-2016,6,529,1,2.4977,2.4977
02-11-2016,6,360,1,943.2882,943.2882
07-11-2016,6,478,1,6.2537,6.2537
07-11-2016,6,540,1,20.4076,20.4076
10-11-2016,6,528,1,3.1237,3.1237
12-11-2016,6,606,1,196.3404,196.3404
17-11-2016,6,605,1,196.3404,196.3404
18-11-2016,6,480,1,1.4335,1.4335
19-11-2016,6,584,1,196.3404,196.3404
20-11-2016,6,462,1,13.8345,13.8345
20-11-2016,6,538,1,13.4527,13.4527
22-11-2016,6,220,1,21.6164,21.6164
25-11-2016,6,484,1,4.9767,4.9767
25-11-2016,6,528,1,3.1237,3.1237
27-11-2016,6,528,1,3.1237,3.1237
01-12-2016,6,535,1,15.6437,15.6437
02-12-2016,6,474,1,43.8137,43.8137
03-12-2016,6,464,1,13.8345,13.8345
03-12-2016,6,528,1,3.1237,3.1237
05-12-2016,6,478,1,6.2537,6.2537
06-12-2016,6,485,1,13.7595,13.7595
07-12-2016,6,474,1,43.8137,43.8137
09-12-2016,6,471,1,39.751,39.751
09-12-2016,6,475,1,43.8137,43.8137
12-12-2016,6,214,1,21.9037,21.9037
13-12-2016,6,529,1,2.4977,2.4977
14-12-2016,6,220,1,21.6164,21.6164
15-12-2016,6,577,1,459.6992,459.6992
16-12-2016,6,530,1,3.1237,3.1237
17-12-2016,6,528,1,3.1237,3.1237
17-12-2016,6,537,1,21.91,21.91
18-12-2016,6,477,1,3.1237,3.1237
20-12-2016,6,478,1,6.2537,6.2537
21-12-2016,6,360,1,943.2882,943.2882
24-12-2016,6,462,1,13.8345,13.8345
24-12-2016,6,477,1,3.1237,3.1237
26-12-2016,6,528,1,3.1237,3.1237
27-12-2016,6,528,1,3.1237,3.1237
28-12-2016,6,537,1,21.91,21.91
30-12-2016,6,482,1,5.6277,5.6277
31-12-2016,6,539,1,15.6437,15.6437
01-01-2017,6,528,1,3.1237,3.1237
03-01-2017,6,477,1,3.1237,3.1237
05-01-2017,6,536,1,18.7737,18.7737
09-01-2017,6,474,1,43.8137,43.8137
10-01-2017,6,462,1,13.8345,13.8345
10-01-2017,6,536,1,18.7737,18.7737
10-01-2017,6,538,1,13.4527,13.4527
12-01-2017,6,537,1,21.91,21.91
14-01-2017,6,485,1,13.7595,13.7595
15-01-2017,6,477,1,3.1237,3.1237
17-01-2017,6,477,1,3.1237,3.1237
17-01-2017,6,529,1,2.4977,2.4977
22-01-2017,6,535,1,15.6437,15.6437
22-01-2017,6,540,1,20.4076,20.4076
23-01-2017,6,223,1,2.939,2.939
24-01-2017,6,214,1,21.9037,21.9037
25-01-2017,6,479,1,5.6277,5.6277
26-01-2017,6,226,1,16.3429,16.3429
26-01-2017,6,477,1,3.1237,3.1237
26-01-2017,6,537,1,21.91,21.91
27-01-2017,6,485,1,13.7595,13.7595
28-01-2017,6,536,1,18.7737,18.7737
29-01-2017,6,528,1,3.1237,3.1237
29-01-2017,6,537,1,21.91,21.91
31-01-2017,6,537,1,21.91,21.91
05-02-2017,6,214,1,21.9037,21.9037
05-02-2017,6,478,1,6.2537,6.2537
05-02-2017,6,481,1,5.6277,5.6277
05-02-2017,6,535,1,15.6437,15.6437
08-02-2017,6,478,1,6.2537,6.2537
11-02-2017,6,477,1,3.1237,3.1237
11-02-2017,6,529,1,2.4977,2.4977
12-02-2017,6,485,1,13.7595,13.7595
14-02-2017,6,535,1,15.6437,15.6437
15-02-2017,6,477,1,3.1237,3.1237
17-02-2017,6,485,1,13.7595,13.7595
17-02-2017,6,490,1,12.4177,12.4177
18-02-2017,6,530,1,3.1237,3.1237
21-02-2017,6,477,1,3.1237,3.1237
24-02-2017,6,475,1,43.8137,43.8137
26-02-2017,6,477,1,3.1237,3.1237
27-02-2017,6,477,1,3.1237,3.1237
27-02-2017,6,528,1,3.1237,3.1237
27-02-2017,6,583,1,618.48,618.48
28-02-2017,6,478,1,6.2537,6.2537
01-03-2017,6,530,1,3.1237,3.1237
02-03-2017,6,530,1,3.1237,3.1237
03-03-2017,6,462,1,13.8345,13.8345
04-03-2017,6,232,1,16.3429,16.3429
04-03-2017,6,528,1,3.1237,3.1237
05-03-2017,6,580,1,618.48,618.48
06-03-2017,6,220,1,21.6164,21.6164
07-03-2017,6,476,1,43.8137,43.8137
09-03-2017,6,472,1,39.751,39.751
10-03-2017,6,478,1,6.2537,6.2537
11-03-2017,6,214,1,21.9037,21.9037
14-03-2017,6,529,1,2.4977,2.4977
15-03-2017,6,215,1,21.6164,21.6164
15-03-2017,6,480,1,1.4335,1.4335
17-03-2017,6,214,1,21.9037,21.9037
18-03-2017,6,464,1,13.8345,13.8345
21-03-2017,6,538,1,13.4527,13.4527
22-03-2017,6,538,1,13.4527,13.4527
23-03-2017,6,487,1,34.4237,34.4237
25-03-2017,6,214,1,21.9037,21.9037
25-03-2017,6,530,1,3.1237,3.1237
27-03-2017,6,223,1,2.939,2.939
27-03-2017,6,477,1,3.1237,3.1237
29-03-2017,6,480,1,1.4335,1.4335
30-03-2017,6,485,1,13.7595,13.7595
30-03-2017,6,537,1,21.91,21.91
31-03-2017,6,480,1,1.4335,1.4335
01-04-2017,6,229,1,16.3429,16.3429
01-04-2017,6,528,1,3.1237,3.1237
03-04-2017,6,486,1,99.534,99.534
05-04-2017,6,480,1,1.4335,1.4335
10-04-2017,6,220,1,21.6164,21.6164
12-04-2017,6,576,1,902.1321,902.1321
14-04-2017,6,480,1,1.4335,1.4335
19-04-2017,6,528,1,3.1237,3.1237
23-04-2017,6,220,1,21.6164,21.6164
23-04-2017,6,466,1,13.8345,13.8345
25-04-2017,6,464,1,13.8345,13.8345
04-05-2017,6,476,1,43.8137,43.8137
06-05-2017,6,466,1,13.8345,13.8345
06-05-2017,6,485,1,13.7595,13.7595
09-05-2017,6,530,1,3.1237,3.1237
10-05-2017,6,478,1,6.2537,6.2537
10-05-2017,6,537,1,21.91,21.91
11-05-2017,6,536,1,18.7737,18.7737
14-05-2017,6,483,1,75.12,75.12
14-05-2017,6,485,1,13.7595,13.7595
14-05-2017,6,536,1,18.7737,18.7737
15-05-2017,6,214,1,21.9037,21.9037
15-05-2017,6,235,1,16.3429,16.3429
15-05-2017,6,485,1,13.7595,13.7595
16-05-2017,6,480,1,1.4335,1.4335
16-05-2017,6,537,1,21.91,21.91
17-05-2017,6,477,1,3.1237,3.1237
20-05-2017,6,226,1,16.3429,16.3429
21-05-2017,6,214,1,21.9037,21.9037
24-05-2017,6,362,1,943.2882,943.2882
24-05-2017,6,528,1,3.1237,3.1237
